date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_ranking,away_ranking,home_avg_goals,away_avg_goals,home_wins,away_wins,home_losses,away_losses,home_draws,away_draws
2016-09-05,Georgia,Austria,1.0,2.0,FIFA World Cup qualification,Tbilisi,Georgia,False,118,22,1.2,2.2,1,1,2,3,2,1
2016-09-05,Israel,Italy,1.0,3.0,FIFA World Cup qualification,Haifa,Israel,False,76,10,0.6,2.0,0,2,4,2,1,1
2016-09-05,Serbia,Republic of Ireland,2.0,2.0,FIFA World Cup qualification,Belgrade,Serbia,False,47,31,1.4,0.8,3,1,1,3,1,1
2016-09-05,Spain,Liechtenstein,8.0,0.0,FIFA World Cup qualification,León,Spain,False,8,182,1.4,0.8,3,0,2,4,0,1
2016-09-05,Ukraine,Iceland,1.0,1.0,FIFA World Cup qualification,Kyiv,Ukraine,False,30,23,1.4,1.8,2,2,3,1,0,2
2016-09-05,Wales,Moldova,4.0,0.0,FIFA World Cup qualification,Cardiff,Wales,False,11,165,1.6,1.0,3,1,2,3,0,1
2016-09-06,Andorra,Latvia,0.0,1.0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,203,110,0.2,1.8,0,3,4,0,1,2
2016-09-06,Belarus,France,0.0,0.0,FIFA World Cup qualification,Barysaw,Belarus,False,70,7,0.6,0.8,2,4,1,1,2,0
2016-09-06,Bosnia and Herzegovina,Estonia,5.0,0.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,29,117,1.6,1.4,2,1,2,2,1,2
2016-09-06,Bulgaria,Luxembourg,4.0,3.0,FIFA World Cup qualification,Sofia,Bulgaria,False,77,145,1.0,1.4,3,1,2,4,0,0
2016-09-06,Cyprus,Belgium,0.0,3.0,FIFA World Cup qualification,Nicosia,Cyprus,False,86,2,1.0,1.6,1,3,4,2,0,0
2016-09-06,Faroe Islands,Hungary,0.0,0.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,135,19,0.8,2.0,1,1,4,2,0,2
2016-09-06,Gibraltar,Greece,1.0,4.0,FIFA World Cup qualification,Faro,Portugal,True,205,52,0.0,4.0,0,2,4,2,1,1
2016-09-06,Sweden,Netherlands,1.0,1.0,FIFA World Cup qualification,Solna,Sweden,False,40,26,0.8,0.6,1,3,2,1,2,1
2016-09-06,Switzerland,Portugal,2.0,0.0,FIFA World Cup qualification,Basel,Switzerland,False,18,6,1.0,0.6,2,4,0,0,3,1
2016-10-06,Austria,Wales,2.0,2.0,FIFA World Cup qualification,Vienna,Austria,False,26,10,0.6,1.4,1,4,3,1,1,0
2016-10-06,Iceland,Finland,3.0,2.0,FIFA World Cup qualification,Reykjavík,Iceland,False,27,84,1.6,1.8,2,0,1,3,2,2
2016-10-06,Republic of Ireland,Georgia,1.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,31,137,1.0,1.6,1,1,2,3,2,1
2016-10-06,Italy,Spain,1.0,1.0,FIFA World Cup qualification,Turin,Italy,False,13,11,1.4,1.2,2,3,2,2,1,0
2016-10-06,Kosovo,Croatia,0.0,6.0,FIFA World Cup qualification,Shkodër,Albania,True,168,14,1.2,1.8,1,2,1,1,2,2
2016-10-06,Liechtenstein,Albania,0.0,2.0,FIFA World Cup qualification,Vaduz,Liechtenstein,False,182,40,0.4,4.0,0,2,4,3,1,0
2016-10-06,North Macedonia,Israel,1.0,2.0,FIFA World Cup qualification,Skopje,North Macedonia,False,146,98,1.6,1.4,2,0,3,5,0,0
2016-10-06,Moldova,Serbia,0.0,3.0,FIFA World Cup qualification,Chișinău,Moldova,False,161,50,0.4,1.4,1,3,3,0,1,2
2016-10-06,Turkey,Ukraine,2.0,2.0,FIFA World Cup qualification,Konya,Turkey,False,21,29,0.6,1.0,1,1,2,3,2,1
2016-10-07,Belgium,Bosnia and Herzegovina,4.0,0.0,FIFA World Cup qualification,Brussels,Belgium,False,2,23,1.8,1.0,3,3,2,1,0,1
2016-10-07,Estonia,Gibraltar,4.0,0.0,FIFA World Cup qualification,Tallinn,Estonia,False,130,205,0.6,2.6,1,0,2,4,2,1
2016-10-07,France,Bulgaria,4.0,1.0,FIFA World Cup qualification,Saint-Denis,France,False,8,74,2.0,0.8,3,4,1,1,1,0
2016-10-07,Greece,Cyprus,2.0,0.0,FIFA World Cup qualification,Piraeus,Greece,False,48,87,2.0,1.2,3,1,1,4,1,0
2016-10-07,Hungary,Switzerland,2.0,3.0,FIFA World Cup qualification,Budapest,Hungary,False,20,16,1.2,1.6,1,2,1,0,3,3
2016-10-07,Latvia,Faroe Islands,0.0,2.0,FIFA World Cup qualification,Riga,Latvia,False,95,111,2.2,0.4,4,1,0,3,1,1
2016-10-07,Luxembourg,Sweden,0.0,1.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False,145,41,0.8,2.8,0,1,5,2,0,2
2016-10-07,Netherlands,Belarus,4.0,1.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,24,57,1.4,1.0,2,2,1,1,2,2
2016-10-07,Portugal,Andorra,6.0,0.0,FIFA World Cup qualification,Aveiro,Portugal,False,7,203,1.8,0.6,3,0,1,4,1,1
2016-10-08,Armenia,Romania,0.0,5.0,FIFA World Cup qualification,Yerevan,Armenia,False,112,32,0.0,2.2,0,1,4,2,1,2
2016-10-08,Azerbaijan,Norway,1.0,0.0,FIFA World Cup qualification,Baku,Azerbaijan,False,133,70,0.8,1.0,2,1,2,4,1,0
2016-10-08,England,Malta,2.0,0.0,FIFA World Cup qualification,London,England,False,12,176,1.0,0.8,2,0,1,3,2,2
2016-10-08,Germany,Czech Republic,3.0,0.0,FIFA World Cup qualification,Hamburg,Germany,False,3,0,1.8,0.6,3,1,1,2,1,2
2016-10-08,Montenegro,Kazakhstan,5.0,0.0,FIFA World Cup qualification,Podgorica,Montenegro,False,105,83,0.6,1.6,0,2,3,1,2,2
2016-10-08,Northern Ireland,San Marino,4.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,30,201,0.4,0.6,1,0,3,5,1,0
2016-10-08,Poland,Denmark,3.0,2.0,FIFA World Cup qualification,Warsaw,Poland,False,17,46,1.0,0.8,1,3,0,1,4,1
2016-10-08,Scotland,Lithuania,1.0,1.0,FIFA World Cup qualification,Glasgow,Scotland,False,44,117,1.4,1.0,3,1,2,2,0,2
2016-10-08,Slovenia,Slovakia,1.0,0.0,FIFA World Cup qualification,Ljubljana,Slovenia,False,67,28,0.6,0.8,1,1,2,3,2,1
2016-10-09,Albania,Spain,0.0,2.0,FIFA World Cup qualification,Shkodër,Albania,False,40,11,1.0,0.8,3,2,2,2,0,1
2016-10-09,Finland,Croatia,0.0,1.0,FIFA World Cup qualification,Tampere,Finland,False,84,14,0.8,1.8,0,2,3,1,2,2
2016-10-09,Iceland,Turkey,2.0,0.0,FIFA World Cup qualification,Reykjavík,Iceland,False,27,21,2.0,2.0,3,1,1,1,1,3
2016-10-09,Israel,Liechtenstein,2.0,1.0,FIFA World Cup qualification,Jerusalem,Israel,False,98,182,1.0,2.4,1,0,4,5,0,0
2016-10-09,North Macedonia,Italy,2.0,3.0,FIFA World Cup qualification,Skopje,North Macedonia,False,146,13,1.0,1.6,1,2,4,1,0,2
2016-10-09,Moldova,Republic of Ireland,1.0,3.0,FIFA World Cup qualification,Chișinău,Moldova,False,161,31,0.4,2.0,1,2,4,2,0,1
2016-10-09,Serbia,Austria,3.0,2.0,FIFA World Cup qualification,Belgrade,Serbia,False,50,26,2.2,1.0,3,1,0,2,2,2
2016-10-09,Ukraine,Kosovo,3.0,0.0,FIFA World Cup qualification,Kraków,Poland,True,29,168,0.6,1.6,0,1,3,2,2,2
2016-10-09,Wales,Georgia,1.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False,10,137,2.0,1.0,3,1,1,4,1,0
2016-10-10,Andorra,Switzerland,1.0,2.0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,203,16,0.0,2.0,0,2,4,0,1,3
2016-10-10,Belarus,Luxembourg,1.0,1.0,FIFA World Cup qualification,Barysaw,Belarus,False,57,145,0.8,1.6,2,0,2,5,1,0
2016-10-10,Bosnia and Herzegovina,Cyprus,2.0,0.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,23,87,2.0,1.8,2,0,2,5,1,0
2016-10-10,Estonia,Greece,0.0,2.0,FIFA World Cup qualification,Tallinn,Estonia,False,130,48,1.0,2.6,1,4,2,1,2,0
2016-10-10,Faroe Islands,Portugal,0.0,6.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,111,7,1.0,1.4,2,4,2,1,1,0
2016-10-10,Gibraltar,Belgium,0.0,6.0,FIFA World Cup qualification,Faro,Portugal,True,205,2,0.2,3.6,0,3,4,2,1,0
2016-10-10,Latvia,Hungary,0.0,2.0,FIFA World Cup qualification,Riga,Latvia,False,95,20,1.2,0.8,3,0,1,2,1,3
2016-10-10,Netherlands,France,0.0,1.0,FIFA World Cup qualification,Amsterdam,Netherlands,False,24,8,2.0,1.0,3,3,1,1,1,1
2016-10-10,Sweden,Bulgaria,3.0,0.0,FIFA World Cup qualification,Solna,Sweden,False,41,74,0.6,0.8,1,3,2,2,2,0
2016-10-11,Czech Republic,Azerbaijan,0.0,0.0,FIFA World Cup qualification,Ostrava,Czech Republic,False,0,133,1.0,1.4,1,2,2,2,2,1
2016-10-11,Denmark,Montenegro,0.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,False,46,105,2.8,1.0,3,1,1,2,1,2
2016-10-11,Germany,Northern Ireland,2.0,0.0,FIFA World Cup qualification,Hanover,Germany,False,3,30,1.8,0.6,3,2,1,2,1,1
2016-10-11,Kazakhstan,Romania,0.0,0.0,FIFA World Cup qualification,Astana,Kazakhstan,False,83,32,1.0,1.6,2,1,1,2,2,2
2016-10-11,Lithuania,Malta,2.0,0.0,FIFA World Cup qualification,Vilnius,Lithuania,False,117,176,1.2,1.0,1,0,1,4,3,1
2016-10-11,Norway,San Marino,4.0,1.0,FIFA World Cup qualification,Oslo,Norway,False,70,201,1.0,2.0,1,0,4,5,0,0
2016-10-11,Poland,Armenia,2.0,1.0,FIFA World Cup qualification,Warsaw,Poland,False,17,112,1.6,1.2,2,0,0,4,3,1
2016-10-11,Slovakia,Scotland,3.0,0.0,FIFA World Cup qualification,Trnava,Slovakia,False,28,44,0.4,1.2,1,2,3,2,1,1
2016-10-11,Slovenia,England,0.0,0.0,FIFA World Cup qualification,Ljubljana,Slovenia,False,67,12,0.6,0.8,1,3,2,1,2,1
2016-11-09,Greece,Belarus,0.0,1.0,Friendly,Piraeus,Greece,False,42,77,2.4,1.0,4,2,1,1,0,2
2016-11-09,Netherlands,Belgium,1.0,1.0,Friendly,Amsterdam,Netherlands,False,20,4,1.6,1.0,2,3,2,2,1,0
2016-11-11,Armenia,Montenegro,3.0,2.0,FIFA World Cup qualification,Yerevan,Armenia,False,125,56,0.2,2.2,0,2,4,1,1,2
2016-11-11,Czech Republic,Norway,2.0,1.0,FIFA World Cup qualification,Prague,Czech Republic,False,0,81,0.6,1.0,1,1,2,4,2,0
2016-11-11,Denmark,Kazakhstan,4.0,1.0,FIFA World Cup qualification,Copenhagen,Denmark,False,50,90,2.4,0.8,3,1,2,1,0,3
2016-11-11,England,Scotland,3.0,0.0,FIFA World Cup qualification,London,England,False,12,57,0.8,0.4,2,1,1,3,2,1
2016-11-11,France,Sweden,2.0,1.0,FIFA World Cup qualification,Saint-Denis,France,False,7,39,1.6,0.6,3,2,1,2,1,1
2016-11-11,Malta,Slovenia,0.0,1.0,FIFA World Cup qualification,Attard,Malta,False,178,52,0.6,2.4,0,1,4,1,1,3
2016-11-11,Northern Ireland,Azerbaijan,4.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,36,88,0.8,0.8,1,2,3,1,1,2
2016-11-11,Romania,Poland,0.0,3.0,FIFA World Cup qualification,Bucharest,Romania,False,34,15,1.4,0.6,1,2,1,0,3,3
2016-11-11,San Marino,Germany,0.0,8.0,FIFA World Cup qualification,Serravalle,San Marino,False,201,2,0.2,4.2,0,4,5,1,0,0
2016-11-11,Slovakia,Lithuania,4.0,0.0,FIFA World Cup qualification,Trnava,Slovakia,False,26,98,0.6,1.0,1,1,3,1,1,3
2016-11-12,Albania,Israel,0.0,3.0,FIFA World Cup qualification,Elbasan,Albania,False,47,79,1.0,1.0,3,2,2,3,0,0
2016-11-12,Austria,Republic of Ireland,0.0,1.0,FIFA World Cup qualification,Vienna,Austria,False,30,33,1.4,1.6,1,3,2,1,2,1
2016-11-12,Croatia,Iceland,2.0,0.0,FIFA World Cup qualification,Zagreb,Croatia,False,16,21,2.0,0.6,3,3,1,1,1,1
2016-11-12,Georgia,Moldova,1.0,1.0,FIFA World Cup qualification,Tbilisi,Georgia,False,122,173,0.8,1.8,1,0,3,5,1,0
2016-11-12,Liechtenstein,Italy,0.0,4.0,FIFA World Cup qualification,Vaduz,Liechtenstein,False,183,13,0.2,4.2,0,2,5,1,0,2
2016-11-12,Spain,North Macedonia,4.0,0.0,FIFA World Cup qualification,Granada,Spain,False,10,155,2.6,0.6,3,1,1,4,1,0
2016-11-12,Turkey,Kosovo,2.0,0.0,FIFA World Cup qualification,Antalya,Turkey,False,25,164,1.0,1.0,1,1,1,2,3,2
2016-11-12,Ukraine,Finland,1.0,0.0,FIFA World Cup qualification,Odessa,Ukraine,False,29,101,1.2,1.2,1,0,2,4,2,1
2016-11-12,Wales,Serbia,1.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False,11,43,2.0,1.2,2,3,1,0,2,2
2016-11-13,Belgium,Estonia,8.0,1.0,FIFA World Cup qualification,Brussels,Belgium,False,4,119,2.8,0.6,3,1,1,3,1,1
2016-11-13,Bulgaria,Belarus,1.0,0.0,FIFA World Cup qualification,Sofia,Bulgaria,False,89,77,1.4,2.8,2,2,3,1,0,2
2016-11-13,Cyprus,Gibraltar,3.0,1.0,FIFA World Cup qualification,Nicosia,Cyprus,False,139,205,0.2,2.0,0,0,5,5,0,0
2016-11-13,Greece,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup qualification,Piraeus,Greece,False,42,28,2.0,0.6,4,2,1,2,0,1
2016-11-13,Hungary,Andorra,4.0,0.0,FIFA World Cup qualification,Budapest,Hungary,False,22,203,1.4,2.0,1,0,2,4,2,1
2016-11-13,Luxembourg,Netherlands,1.0,3.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False,130,20,1.0,2.2,0,1,4,2,1,2
2016-11-13,Portugal,Latvia,4.0,1.0,FIFA World Cup qualification,Faro,Portugal,False,8,116,3.6,0.4,4,2,1,2,0,1
2016-11-13,Switzerland,Faroe Islands,2.0,0.0,FIFA World Cup qualification,Lucerne,Switzerland,False,14,74,1.6,0.8,3,2,0,2,2,1
2016-11-14,Poland,Slovenia,1.0,1.0,Friendly,Wrocław,Poland,False,15,52,2.2,1.2,3,2,0,1,2,2
2016-11-15,Austria,Slovakia,0.0,0.0,Friendly,Vienna,Austria,False,30,26,1.4,1.8,1,2,3,3,1,0
2016-11-15,Czech Republic,Denmark,1.0,1.0,Friendly,Mladá Boleslav,Czech Republic,False,0,50,1.0,0.8,2,3,1,2,2,0
2016-11-15,England,Spain,2.0,2.0,Friendly,London,England,False,12,10,1.4,0.4,3,4,1,0,1,1
2016-11-15,Italy,Germany,0.0,0.0,Friendly,Milan,Italy,False,13,2,2.4,1.4,3,5,1,0,1,0
2016-11-15,Malta,Iceland,0.0,2.0,Friendly,Attard,Malta,False,178,21,0.4,2.2,0,2,4,2,1,1
2016-11-15,Northern Ireland,Croatia,0.0,3.0,Friendly,Belfast,Northern Ireland,False,36,16,1.6,0.6,2,3,2,1,1,1
2016-11-15,Russia,Romania,1.0,0.0,Friendly,Groznyy,Russia,False,53,34,0.6,1.4,0,1,2,2,3,2
2016-11-15,Ukraine,Serbia,2.0,0.0,Friendly,Kharkiv,Ukraine,False,29,43,1.4,0.8,2,2,1,0,2,3
2017-03-19,San Marino,Moldova,0.0,2.0,Friendly,Serravalle,San Marino,False,203,162,0.2,5.4,0,0,5,4,0,1
2017-03-22,Cyprus,Kazakhstan,3.0,1.0,Friendly,Larnaca,Cyprus,False,114,94,0.8,2.0,1,0,4,2,0,3
2017-03-22,Czech Republic,Lithuania,3.0,0.0,Friendly,Ústí nad Labem,Czech Republic,False,0,107,0.6,1.0,1,1,1,1,3,3
2017-03-22,Germany,England,1.0,0.0,Friendly,Dortmund,Germany,False,3,14,3.2,0.0,4,3,0,0,1,2
2017-03-24,Austria,Moldova,2.0,0.0,FIFA World Cup qualification,Vienna,Austria,False,34,162,1.2,1.4,1,1,2,3,2,1
2017-03-24,Croatia,Ukraine,1.0,0.0,FIFA World Cup qualification,Zagreb,Croatia,False,16,31,2.6,0.2,4,3,0,0,1,2
2017-03-24,Georgia,Serbia,1.0,3.0,FIFA World Cup qualification,Tbilisi,Georgia,False,126,52,0.8,1.0,1,2,2,1,2,2
2017-03-24,Republic of Ireland,Wales,0.0,0.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,24,12,1.6,1.0,3,1,1,1,1,3
2017-03-24,Italy,Albania,2.0,0.0,FIFA World Cup qualification,Palermo,Italy,False,15,54,2.2,0.8,3,3,0,2,2,0
2017-03-24,Kosovo,Iceland,1.0,2.0,FIFA World Cup qualification,Shkodër,Albania,True,164,23,0.6,2.4,1,3,3,1,1,1
2017-03-24,Liechtenstein,North Macedonia,0.0,3.0,FIFA World Cup qualification,Vaduz,Liechtenstein,False,184,166,0.2,4.2,0,1,5,4,0,0
2017-03-24,Spain,Israel,4.0,1.0,FIFA World Cup qualification,Gijón,Spain,False,10,56,3.4,0.6,3,3,0,2,2,0
2017-03-24,Turkey,Finland,2.0,0.0,FIFA World Cup qualification,Antalya,Turkey,False,26,99,1.0,1.0,1,0,1,4,3,1
2017-03-25,Andorra,Faroe Islands,0.0,0.0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,200,82,0.2,3.0,0,1,5,3,0,1
2017-03-25,Belgium,Greece,1.0,1.0,FIFA World Cup qualification,Brussels,Belgium,False,5,46,4.4,0.4,4,3,0,1,1,1
2017-03-25,Bosnia and Herzegovina,Gibraltar,5.0,0.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,29,205,2.0,1.4,2,0,1,5,2,0
2017-03-25,Bulgaria,Netherlands,2.0,0.0,FIFA World Cup qualification,Sofia,Bulgaria,False,71,21,1.2,2.8,2,2,3,1,0,2
2017-03-25,Cyprus,Estonia,0.0,0.0,FIFA World Cup qualification,Nicosia,Cyprus,False,114,119,1.2,1.8,2,1,3,3,0,1
2017-03-25,Luxembourg,France,1.0,3.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False,135,6,1.2,2.4,0,4,4,0,1,1
2017-03-25,Portugal,Hungary,3.0,0.0,FIFA World Cup qualification,Lisbon,Portugal,False,8,27,4.2,0.6,4,2,1,2,0,1
2017-03-25,Sweden,Belarus,4.0,0.0,FIFA World Cup qualification,Solna,Sweden,False,45,72,1.2,0.8,2,1,2,2,1,2
2017-03-25,Switzerland,Latvia,1.0,0.0,FIFA World Cup qualification,Geneva,Switzerland,False,11,111,2.0,0.8,4,2,0,3,1,0
2017-03-26,Armenia,Kazakhstan,2.0,0.0,FIFA World Cup qualification,Yerevan,Armenia,False,85,94,0.8,2.6,1,0,4,3,0,2
2017-03-26,Azerbaijan,Germany,1.0,4.0,FIFA World Cup qualification,Baku,Azerbaijan,False,89,3,0.6,1.4,2,4,2,0,1,1
2017-03-26,England,Lithuania,2.0,0.0,FIFA World Cup qualification,London,England,False,14,107,1.4,0.6,2,1,1,2,2,2
2017-03-26,Malta,Slovakia,1.0,3.0,FIFA World Cup qualification,Attard,Malta,False,182,25,0.2,2.4,0,2,5,2,0,1
2017-03-26,Montenegro,Poland,1.0,2.0,FIFA World Cup qualification,Podgorica,Montenegro,False,64,12,1.8,1.0,2,3,2,0,1,2
2017-03-26,Northern Ireland,Norway,2.0,0.0,FIFA World Cup qualification,Belfast,Northern Ireland,False,35,81,1.6,1.0,2,1,2,4,1,0
2017-03-26,Romania,Denmark,0.0,0.0,FIFA World Cup qualification,Cluj,Romania,False,39,48,1.2,1.0,1,2,2,2,2,1
2017-03-26,San Marino,Czech Republic,0.0,6.0,FIFA World Cup qualification,Serravalle,San Marino,False,203,0,0.2,3.8,0,2,5,1,0,2
2017-03-26,Scotland,Slovenia,1.0,0.0,FIFA World Cup qualification,Glasgow,Scotland,False,67,58,1.2,2.2,1,2,3,0,1,3
2017-03-27,Turkey,Moldova,3.0,1.0,Friendly,Eskişehir,Turkey,False,26,162,1.4,1.0,2,1,1,3,2,1
2017-03-28,Albania,Bosnia and Herzegovina,1.0,2.0,Friendly,Elbasan,Albania,False,54,29,0.8,1.6,2,3,3,1,0,1
2017-03-28,Austria,Finland,1.0,1.0,Friendly,Innsbruck,Austria,False,34,99,1.2,1.2,1,0,2,4,2,1
2017-03-28,Estonia,Croatia,3.0,0.0,Friendly,Tallinn,Estonia,False,119,16,1.0,3.0,1,5,3,0,1,0
2017-03-28,France,Spain,0.0,2.0,Friendly,Saint-Denis,France,False,6,10,2.0,0.6,4,3,0,0,1,2
2017-03-28,Georgia,Latvia,5.0,0.0,Friendly,Tbilisi,Georgia,False,126,111,0.8,1.6,0,1,3,4,2,0
2017-03-28,Republic of Ireland,Iceland,0.0,1.0,Friendly,Dublin,Republic of Ireland,False,24,23,1.4,0.6,3,4,0,1,2,0
2017-03-28,North Macedonia,Belarus,3.0,0.0,Friendly,Skopje,North Macedonia,False,166,72,1.4,2.2,1,1,4,3,0,1
2017-03-28,Netherlands,Italy,1.0,2.0,Friendly,Amsterdam,Netherlands,False,21,15,1.6,1.2,2,3,2,0,1,2
2017-03-28,Portugal,Sweden,2.0,3.0,Friendly,Funchal,Portugal,False,8,45,3.8,0.6,4,3,1,1,0,1
2017-03-28,Russia,Belgium,3.0,3.0,Friendly,Sochi,Russia,False,60,5,0.6,1.2,1,3,2,0,2,2
2017-05-31,Italy,San Marino,8.0,0.0,Friendly,Empoli,Italy,False,12,204,2.2,0.6,4,0,0,5,1,0
2017-06-01,Switzerland,Belarus,1.0,0.0,Friendly,Neuchâtel,Switzerland,False,9,83,2.0,0.6,5,1,0,3,0,1
2017-06-03,Portugal,Cyprus,4.0,0.0,Friendly,Estoril,Portugal,False,8,91,4.2,0.8,4,2,1,2,0,1
2017-06-04,Luxembourg,Albania,2.0,1.0,Friendly,Luxembourg,Luxembourg,False,145,66,1.2,2.4,0,1,4,4,1,0
2017-06-05,Belgium,Czech Republic,2.0,1.0,Friendly,Brussels,Belgium,False,7,0,3.8,1.2,2,3,0,0,3,2
2017-06-05,Hungary,Russia,0.0,3.0,Friendly,Budapest,Hungary,False,33,63,1.6,1.2,2,1,2,2,1,2
2017-06-05,North Macedonia,Turkey,0.0,0.0,Friendly,Skopje,North Macedonia,False,136,25,1.8,1.8,2,3,3,1,0,1
2017-06-06,Denmark,Germany,1.0,1.0,Friendly,Brøndby,Denmark,False,51,3,1.4,1.2,1,4,2,0,2,1
2017-06-06,Israel,Moldova,1.0,1.0,Friendly,Netanya,Israel,False,55,161,1.8,1.8,3,1,2,3,0,1
2017-06-06,Malta,Ukraine,1.0,0.0,Friendly,Graz,Austria,True,182,37,0.2,2.0,0,3,5,1,0,1
2017-06-07,Finland,Liechtenstein,1.0,1.0,Friendly,Turku,Finland,False,108,186,0.6,1.6,0,0,4,5,1,0
2017-06-09,Andorra,Hungary,1.0,0.0,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,False,186,33,0.2,2.6,0,2,4,3,1,0
2017-06-09,Belarus,Bulgaria,2.0,1.0,FIFA World Cup qualification,Barysaw,Belarus,False,83,60,0.2,1.8,1,3,4,2,0,0
2017-06-09,Bosnia and Herzegovina,Greece,0.0,0.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False,29,40,2.0,1.2,3,2,1,1,1,2
2017-06-09,Estonia,Belgium,0.0,2.0,FIFA World Cup qualification,Tallinn,Estonia,False,98,7,1.6,2.0,2,2,2,0,1,3
2017-06-09,Faroe Islands,Switzerland,0.0,2.0,FIFA World Cup qualification,Tórshavn,Faroe Islands,False,80,9,0.4,1.6,1,5,2,0,2,0
2017-06-09,Gibraltar,Cyprus,1.0,2.0,FIFA World Cup qualification,Faro,Portugal,True,206,91,0.4,4.4,0,2,5,2,0,1
2017-06-09,Latvia,Portugal,0.0,3.0,FIFA World Cup qualification,Riga,Latvia,False,122,8,0.2,2.8,0,4,5,1,0,0
2017-06-09,Netherlands,Luxembourg,5.0,0.0,FIFA World Cup qualification,Rotterdam,Netherlands,False,31,145,1.0,1.4,1,1,3,3,1,1
2017-06-09,Sweden,France,2.0,1.0,FIFA World Cup qualification,Solna,Sweden,False,34,6,2.4,0.8,4,4,1,1,0,0
2017-06-10,Azerbaijan,Northern Ireland,0.0,1.0,FIFA World Cup qualification,Baku,Azerbaijan,False,76,28,0.6,1.6,2,3,2,2,1,0
2017-06-10,Germany,San Marino,7.0,0.0,FIFA World Cup qualification,Nuremberg,Germany,False,3,204,2.8,0.4,3,0,0,5,2,0
2017-06-10,Kazakhstan,Denmark,1.0,3.0,FIFA World Cup qualification,Almaty,Kazakhstan,False,100,51,0.4,2.8,0,1,4,1,1,3
2017-06-10,Lithuania,Slovakia,1.0,2.0,FIFA World Cup qualification,Vilnius,Lithuania,False,104,21,0.6,2.0,1,3,3,1,1,1
2017-06-10,Montenegro,Armenia,4.0,1.0,FIFA World Cup qualification,Podgorica,Montenegro,False,52,68,2.0,1.2,2,2,2,3,1,0
2017-06-10,Norway,Czech Republic,1.0,1.0,FIFA World Cup qualification,Oslo,Norway,False,87,0,1.0,1.8,1,3,4,1,0,1
2017-06-10,Poland,Romania,3.0,1.0,FIFA World Cup qualification,Warsaw,Poland,False,10,46,2.2,1.0,4,1,0,2,1,2
2017-06-10,Scotland,England,2.0,2.0,FIFA World Cup qualification,Glasgow,Scotland,False,61,13,1.4,1.6,2,2,2,1,1,2
2017-06-10,Slovenia,Malta,2.0,0.0,FIFA World Cup qualification,Ljubljana,Slovenia,False,56,182,0.6,0.4,2,1,1,4,2,0
2017-06-11,Finland,Ukraine,1.0,2.0,FIFA World Cup qualification,Tampere,Finland,False,108,37,0.4,1.2,0,3,3,2,2,0
2017-06-11,Iceland,Croatia,1.0,0.0,FIFA World Cup qualification,Reykjavík,Iceland,False,22,18,1.4,0.6,4,4,1,1,0,0
2017-06-11,Republic of Ireland,Austria,1.0,1.0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,26,35,1.0,0.4,3,1,1,2,1,2
2017-06-11,Israel,Albania,0.0,3.0,FIFA World Cup qualification,Haifa,Israel,False,55,66,1.8,1.4,3,0,1,5,1,0
2017-06-11,Italy,Liechtenstein,5.0,0.0,FIFA World Cup qualification,Udine,Italy,False,12,186,3.2,0.2,4,0,0,4,1,1
2017-06-11,Kosovo,Turkey,1.0,4.0,FIFA World Cup qualification,Shkodër,Albania,True,173,25,0.4,2.8,0,3,4,1,1,1
2017-06-11,North Macedonia,Spain,1.0,2.0,FIFA World Cup qualification,Skopje,North Macedonia,False,136,10,1.6,1.4,2,4,2,0,1,1
2017-06-11,Moldova,Georgia,2.0,2.0,FIFA World Cup qualification,Chișinău,Moldova,False,161,122,1.0,1.4,1,1,2,2,2,2
2017-06-11,Serbia,Wales,1.0,1.0,FIFA World Cup qualification,Belgrade,Serbia,False,50,13,2.0,1.2,3,1,1,0,1,4
2017-06-12,Latvia,Estonia,1.0,2.0,Friendly,Riga,Latvia,False,122,98,0.2,3.0,0,1,5,3,0,1
2017-06-13,France,England,3.0,2.0,Friendly,Saint-Denis,France,False,6,13,1.4,1.2,3,2,2,1,0,2
