date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_ranking,away_ranking,home_avg_goals,away_avg_goals,home_wins,away_wins,home_losses,away_losses,home_draws,away_draws
2019-09-06,Scotland,Russia,1.0,2.0,UEFA Euro qualification,Glasgow,Scotland,False,48,46,1.4,1.8,3,3,2,2,0,0
2019-09-06,San Marino,Belgium,0.0,4.0,UEFA Euro qualification,Serravalle,San Marino,False,211,1,0.0,4.4,0,4,5,1,0,0
2019-09-07,Kosovo,Czech Republic,2.0,1.0,UEFA Euro qualification,Pristina,Kosovo,False,120,0,2.2,1.2,2,4,0,1,3,0
2019-09-07,England,Bulgaria,4.0,0.0,UEFA Euro qualification,London,England,False,4,60,2.6,1.0,3,0,1,2,1,3
2019-09-07,Lithuania,Ukraine,0.0,3.0,UEFA Euro qualification,Vilnius,Lithuania,False,130,25,0.8,2.2,0,3,3,0,2,2
2019-09-07,Serbia,Portugal,2.0,4.0,UEFA Euro qualification,Belgrade,Serbia,False,35,6,2.0,1.8,2,2,1,0,2,3
2019-09-07,Iceland,Moldova,3.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False,36,171,1.0,1.0,3,1,1,4,1,0
2019-09-07,France,Albania,4.0,1.0,UEFA Euro qualification,Paris,France,False,3,64,2.4,1.0,3,3,2,2,0,0
2019-09-07,Turkey,Andorra,1.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,37,136,2.2,0.6,4,0,1,4,0,1
2019-09-08,Switzerland,Gibraltar,4.0,0.0,UEFA Euro qualification,Sion,Switzerland,False,11,198,1.4,1.4,1,0,1,5,3,0
2019-09-08,Georgia,Denmark,0.0,0.0,UEFA Euro qualification,Tbilisi,Georgia,False,94,13,1.2,1.8,2,2,3,0,0,3
2019-09-08,Romania,Malta,1.0,0.0,UEFA Euro qualification,Ploiești,Romania,False,28,181,2.4,1.4,2,1,2,4,1,0
2019-09-08,Spain,Faroe Islands,4.0,0.0,UEFA Euro qualification,Gijon,Egypt,True,9,108,2.6,0.6,5,0,0,5,0,0
2019-09-08,Sweden,Norway,1.0,1.0,UEFA Euro qualification,Stockholm,Sweden,False,18,50,2.4,1.4,3,2,1,1,1,2
2019-09-08,Armenia,Bosnia and Herzegovina,4.0,2.0,UEFA Euro qualification,Yerevan,Armenia,False,98,42,1.6,1.8,2,2,3,2,0,1
2019-09-08,Finland,Italy,1.0,2.0,UEFA Euro qualification,Tampere,Finland,False,57,16,1.4,0.4,4,5,1,0,0,0
2019-09-08,Greece,Liechtenstein,1.0,1.0,UEFA Euro qualification,Athens,Greece,False,54,182,1.0,2.2,0,0,4,5,1,0
2019-09-09,Wales,Belarus,1.0,0.0,Friendly,Cardiff,Wales,False,24,84,0.8,1.0,2,1,3,4,0,0
2019-09-09,Northern Ireland,Germany,0.0,2.0,UEFA Euro qualification,Belfast,Northern Ireland,False,29,15,1.6,0.4,5,3,0,1,0,1
2019-09-09,Estonia,Netherlands,0.0,4.0,UEFA Euro qualification,Tallinn,Estonia,False,100,16,0.6,2.8,1,3,4,2,0,0
2019-09-09,Azerbaijan,Croatia,1.0,1.0,UEFA Euro qualification,Baku,Azerbaijan,False,109,7,0.8,2.4,0,3,4,2,1,0
2019-09-09,Hungary,Slovakia,1.0,2.0,UEFA Euro qualification,Budapest,Hungary,False,45,31,1.4,1.2,3,2,2,3,0,0
2019-09-09,Poland,Austria,0.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,20,27,1.6,0.4,4,3,1,2,0,0
2019-09-09,Slovenia,Israel,3.0,2.0,UEFA Euro qualification,Ljubljana,Slovenia,False,63,84,1.8,0.6,2,2,1,1,2,2
2019-09-09,Latvia,North Macedonia,0.0,2.0,UEFA Euro qualification,Riga,Latvia,False,134,71,0.2,3.8,0,1,5,2,0,2
2019-09-09,Scotland,Belgium,0.0,4.0,UEFA Euro qualification,Glasgow,Scotland,False,48,1,1.0,1.8,2,5,3,0,0,0
2019-09-09,Russia,Kazakhstan,1.0,0.0,UEFA Euro qualification,Kaliningrad,Russia,False,46,112,3.4,0.8,4,2,1,2,0,1
2019-09-09,San Marino,Cyprus,0.0,4.0,UEFA Euro qualification,Serravalle,San Marino,False,211,93,0.0,4.8,0,1,5,3,0,1
2019-09-10,Republic of Ireland,Bulgaria,3.0,1.0,Friendly,Dublin,Republic of Ireland,False,32,60,1.2,0.4,3,0,0,3,2,2
2019-09-10,England,Kosovo,5.0,3.0,UEFA Euro qualification,London,England,False,4,120,3.0,0.8,3,2,1,0,1,3
2019-09-10,Montenegro,Czech Republic,0.0,3.0,UEFA Euro qualification,Podgorica,Montenegro,False,55,0,1.0,2.2,1,3,2,2,2,0
2019-09-10,Luxembourg,Serbia,1.0,3.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,91,35,0.8,1.2,1,1,3,2,1,2
2019-09-10,Lithuania,Portugal,1.0,5.0,UEFA Euro qualification,Vilnius,Lithuania,False,130,6,0.6,2.0,0,3,3,0,2,2
2019-09-10,Albania,Iceland,4.0,2.0,UEFA Euro qualification,Elbasan,Albania,False,64,36,1.2,1.4,2,4,3,1,0,0
2019-09-10,France,Andorra,3.0,0.0,UEFA Euro qualification,Paris,France,False,3,136,3.2,0.8,4,0,1,5,0,0
2019-09-10,Moldova,Turkey,0.0,4.0,UEFA Euro qualification,Chișinău,Moldova,False,171,37,0.4,2.6,1,4,4,1,0,0
2019-10-10,Belarus,Estonia,0.0,0.0,UEFA Euro qualification,Minsk,Belarus,False,82,102,0.6,1.4,1,1,4,4,0,0
2019-10-10,Netherlands,Northern Ireland,3.0,1.0,UEFA Euro qualification,Rotterdam,Netherlands,False,13,33,2.6,1.4,3,4,2,1,0,0
2019-10-10,Croatia,Hungary,3.0,0.0,UEFA Euro qualification,Split,Croatia,False,8,50,2.0,1.0,3,3,1,2,1,0
2019-10-10,Slovakia,Wales,1.0,1.0,UEFA Euro qualification,Trnava,Slovakia,False,29,23,1.8,1.4,3,3,2,2,0,0
2019-10-10,Austria,Israel,3.0,1.0,UEFA Euro qualification,Vienna,Austria,False,27,86,2.6,1.0,3,2,1,2,1,1
2019-10-10,North Macedonia,Slovenia,2.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False,69,58,1.0,1.4,1,3,2,1,2,1
2019-10-10,Latvia,Poland,0.0,3.0,UEFA Euro qualification,Riga,Latvia,False,139,22,0.0,3.6,0,3,5,1,0,1
2019-10-10,Kazakhstan,Cyprus,1.0,2.0,UEFA Euro qualification,Nur-Sultan,Kazakhstan,False,116,92,1.0,1.8,1,1,3,3,1,1
2019-10-10,Belgium,San Marino,9.0,0.0,UEFA Euro qualification,Brussels,Belgium,False,1,210,3.2,0.0,5,0,0,5,0,0
2019-10-10,Russia,Scotland,4.0,0.0,UEFA Euro qualification,Moscow,Russia,False,42,52,3.4,0.2,5,2,0,3,0,0
2019-10-10,Kosovo,Gibraltar,1.0,0.0,Friendly,Pristina,Kosovo,False,119,197,2.0,2.0,2,0,1,5,2,0
2019-10-11,Czech Republic,England,2.0,1.0,UEFA Euro qualification,Prague,Czech Republic,False,0,4,1.8,1.6,3,3,2,1,0,1
2019-10-11,Montenegro,Bulgaria,0.0,0.0,UEFA Euro qualification,Podgorica,Montenegro,False,59,62,0.8,2.6,1,0,3,4,1,1
2019-10-11,Portugal,Luxembourg,3.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,5,93,2.8,1.0,4,0,0,4,1,1
2019-10-11,Ukraine,Lithuania,2.0,0.0,UEFA Euro qualification,Kharkiv,Ukraine,False,25,131,2.2,0.2,4,0,0,3,1,2
2019-10-11,Iceland,France,0.0,1.0,UEFA Euro qualification,Reykjavík,Iceland,False,41,2,1.6,1.8,3,4,2,1,0,0
2019-10-11,Andorra,Moldova,1.0,0.0,UEFA Euro qualification,Andorra la Vella,Andorra,False,139,172,0.0,2.4,0,1,5,4,0,0
2019-10-11,Turkey,Albania,1.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,36,64,2.0,0.6,4,3,1,2,0,0
2019-10-12,Georgia,Republic of Ireland,0.0,0.0,UEFA Euro qualification,Tbilisi,Georgia,False,91,28,0.8,1.6,1,3,3,0,1,2
2019-10-12,Denmark,Switzerland,1.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,False,14,11,3.0,1.0,2,1,0,1,3,3
2019-10-12,Faroe Islands,Romania,0.0,3.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False,109,31,0.4,3.6,0,3,5,1,0,1
2019-10-12,Malta,Sweden,0.0,4.0,UEFA Euro qualification,Attard,Malta,False,179,18,0.0,2.4,0,2,5,1,0,2
2019-10-12,Norway,Spain,1.0,1.0,UEFA Euro qualification,Oslo,Norway,False,47,7,2.0,1.2,2,5,0,0,3,0
2019-10-12,Bosnia and Herzegovina,Finland,4.0,1.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,46,54,2.0,2.0,1,4,3,1,1,0
2019-10-12,Italy,Greece,2.0,0.0,UEFA Euro qualification,Rome,Italy,False,15,60,3.2,0.6,5,0,0,4,0,1
2019-10-12,Liechtenstein,Armenia,1.0,1.0,UEFA Euro qualification,Vaduz,Liechtenstein,False,182,96,0.2,3.4,0,3,4,2,1,0
2019-10-13,Belarus,Netherlands,1.0,2.0,UEFA Euro qualification,Minsk,Belarus,False,82,13,0.4,1.0,1,4,3,1,1,0
2019-10-13,Estonia,Germany,0.0,3.0,UEFA Euro qualification,Tallinn,Estonia,False,102,16,0.4,3.2,0,4,4,1,1,0
2019-10-13,Hungary,Azerbaijan,1.0,0.0,UEFA Euro qualification,Budapest,Hungary,False,50,109,1.2,1.6,2,0,3,3,0,2
2019-10-13,Wales,Croatia,1.0,1.0,UEFA Euro qualification,Cardiff,Wales,False,23,8,1.0,1.0,2,3,2,1,1,1
2019-10-13,Poland,North Macedonia,2.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,22,69,1.6,0.4,3,2,1,2,1,1
2019-10-13,Slovenia,Austria,0.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,False,58,27,2.2,1.0,3,4,2,0,0,1
2019-10-13,Scotland,San Marino,6.0,0.0,UEFA Euro qualification,Glasgow,Scotland,False,52,210,0.6,2.8,1,0,4,5,0,0
2019-10-13,Cyprus,Russia,0.0,5.0,UEFA Euro qualification,Nicosia,Cyprus,False,92,42,1.6,1.0,2,5,2,0,1,0
2019-10-13,Kazakhstan,Belgium,0.0,2.0,UEFA Euro qualification,Nur-Sultan,Kazakhstan,False,116,1,1.2,1.4,1,5,3,0,1,0
2019-10-14,Kosovo,Montenegro,2.0,0.0,UEFA Euro qualification,Pristina,Kosovo,False,119,59,2.0,1.8,3,1,1,2,1,2
2019-10-14,Bulgaria,England,0.0,6.0,UEFA Euro qualification,Sofia,Bulgaria,False,62,4,0.8,2.4,0,2,4,2,1,1
2019-10-14,Lithuania,Serbia,1.0,2.0,UEFA Euro qualification,Vilnius,Lithuania,False,131,35,0.6,3.0,0,2,4,2,1,1
2019-10-14,Ukraine,Portugal,2.0,1.0,UEFA Euro qualification,Kyiv,Ukraine,False,25,5,2.6,0.2,5,5,0,0,0,0
2019-10-14,Iceland,Andorra,2.0,0.0,UEFA Euro qualification,Reykjavík,Iceland,False,41,139,1.6,1.2,3,1,2,4,0,0
2019-10-14,France,Turkey,1.0,1.0,UEFA Euro qualification,Paris,France,False,2,36,2.4,0.6,4,4,1,1,0,0
2019-10-14,Moldova,Albania,0.0,4.0,UEFA Euro qualification,Chișinău,Moldova,False,172,64,0.2,2.0,1,2,4,3,0,0
2019-10-14,Czech Republic,Northern Ireland,2.0,3.0,Friendly,Prague,Czech Republic,False,0,33,2.2,0.8,4,3,1,2,0,0
2019-10-15,Gibraltar,Georgia,2.0,3.0,UEFA Euro qualification,Gibraltar,Gibraltar,False,197,91,0.0,3.2,0,1,5,2,0,2
2019-10-15,Switzerland,Republic of Ireland,2.0,0.0,UEFA Euro qualification,Geneva,Switzerland,False,11,28,1.2,1.0,1,2,2,0,2,3
2019-10-15,Faroe Islands,Malta,1.0,0.0,UEFA Euro qualification,Tórshavn,Faroe Islands,False,109,179,0.2,3.4,0,0,5,5,0,0
2019-10-15,Sweden,Spain,1.0,1.0,UEFA Euro qualification,Stockholm,Sweden,False,18,7,2.4,0.8,3,4,1,0,1,1
2019-10-15,Romania,Norway,1.0,1.0,UEFA Euro qualification,Bucharest,Romania,False,31,47,2.2,0.8,3,2,1,0,1,3
2019-10-15,Israel,Latvia,3.0,1.0,UEFA Euro qualification,Beer Sheva,Israel,False,86,139,1.4,2.2,1,0,3,5,1,0
2019-10-15,Finland,Armenia,3.0,0.0,UEFA Euro qualification,Turku,Finland,False,54,96,1.4,1.2,3,3,2,1,0,1
2019-10-15,Liechtenstein,Italy,0.0,5.0,UEFA Euro qualification,Vaduz,Liechtenstein,False,182,15,0.4,2.4,0,5,3,0,2,0
2019-10-15,Greece,Bosnia and Herzegovina,2.0,1.0,UEFA Euro qualification,Athens,Greece,False,60,46,0.6,2.0,0,2,4,3,1,0
2019-10-15,Denmark,Luxembourg,4.0,0.0,Friendly,Aalborg,Denmark,False,14,93,2.6,0.4,3,0,0,4,2,1
2019-11-14,England,Montenegro,7.0,0.0,UEFA Euro qualification,London,England,False,4,61,3.2,1.0,3,1,1,3,1,1
2019-11-14,Czech Republic,Kosovo,2.0,1.0,UEFA Euro qualification,Plzeň,Czech Republic,False,0,114,2.2,1.2,3,4,2,1,0,0
2019-11-14,Portugal,Lithuania,6.0,0.0,UEFA Euro qualification,Faro-Loulé,Portugal,False,6,132,2.8,1.0,4,0,1,5,0,0
2019-11-14,Serbia,Luxembourg,3.0,2.0,UEFA Euro qualification,Belgrade,Serbia,False,33,96,2.2,2.4,3,0,2,5,0,0
2019-11-14,Turkey,Iceland,0.0,0.0,UEFA Euro qualification,Istanbul,Turkey,False,32,40,1.6,0.6,3,3,1,2,1,0
2019-11-14,Albania,Andorra,2.0,2.0,UEFA Euro qualification,Elbasan,Albania,False,65,136,2.2,1.4,3,1,2,4,0,0
2019-11-14,France,Moldova,2.0,1.0,UEFA Euro qualification,Paris,France,False,2,175,2.6,0.4,4,0,0,5,1,0
2019-11-14,Ukraine,Estonia,1.0,0.0,Friendly,Zaporizhia,Ukraine,False,22,104,2.6,0.2,5,0,0,4,0,1
2019-11-15,Denmark,Gibraltar,6.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,False,14,196,3.2,0.2,4,0,0,5,1,0
2019-11-15,Switzerland,Georgia,1.0,0.0,UEFA Euro qualification,St. Gallen,Switzerland,False,13,90,1.4,0.4,2,2,1,1,2,2
2019-11-15,Norway,Faroe Islands,4.0,0.0,UEFA Euro qualification,Oslo,Norway,False,45,110,1.4,0.6,2,1,0,4,3,0
2019-11-15,Spain,Malta,7.0,0.0,UEFA Euro qualification,Cádiz,Spain,False,8,182,2.2,0.6,3,0,0,5,2,0
2019-11-15,Romania,Sweden,0.0,2.0,UEFA Euro qualification,Bucharest,Romania,False,29,18,2.0,0.6,3,2,1,1,1,2
2019-11-15,Finland,Liechtenstein,3.0,0.0,UEFA Euro qualification,Helsinki,Finland,False,55,181,1.6,1.2,3,0,2,3,0,2
2019-11-15,Bosnia and Herzegovina,Italy,0.0,3.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,48,15,2.6,1.8,2,5,3,0,0,0
2019-11-15,Armenia,Greece,0.0,1.0,UEFA Euro qualification,Yerevan,Armenia,False,99,58,1.8,2.2,2,1,2,3,1,1
2019-11-16,Northern Ireland,Netherlands,0.0,0.0,UEFA Euro qualification,Belfast,Northern Ireland,False,34,12,1.2,1.4,3,4,2,1,0,0
2019-11-16,Germany,Belarus,4.0,0.0,UEFA Euro qualification,Mönchengladbach,Germany,False,16,86,3.4,0.8,4,1,1,3,0,1
2019-11-16,Croatia,Slovakia,3.0,1.0,UEFA Euro qualification,Rijeka,Croatia,False,7,31,2.2,0.6,3,2,0,2,2,1
2019-11-16,Azerbaijan,Wales,0.0,2.0,UEFA Euro qualification,Baku,Azerbaijan,False,111,24,0.8,2.4,0,2,4,1,1,2
2019-11-16,Slovenia,Latvia,1.0,0.0,UEFA Euro qualification,Ljubljana,Slovenia,False,65,143,2.2,1.0,3,0,2,5,0,0
2019-11-16,Austria,North Macedonia,2.0,1.0,UEFA Euro qualification,Vienna,Austria,False,25,68,2.8,0.4,4,2,0,2,1,1
2019-11-16,Israel,Poland,1.0,2.0,UEFA Euro qualification,Jerusalem,Israel,False,89,21,1.4,2.4,1,3,3,1,1,1
2019-11-16,Cyprus,Scotland,1.0,2.0,UEFA Euro qualification,Nicosia,Cyprus,False,93,53,1.4,1.6,2,1,2,4,1,0
2019-11-16,San Marino,Kazakhstan,1.0,3.0,UEFA Euro qualification,Serravalle,San Marino,False,209,121,0.0,5.4,0,1,5,3,0,1
2019-11-16,Russia,Belgium,1.0,4.0,UEFA Euro qualification,Saint Petersburg,Russia,False,37,1,2.6,0.2,5,5,0,0,0,0
2019-11-17,Kosovo,England,0.0,4.0,UEFA Euro qualification,Pristina,Kosovo,False,114,4,1.8,1.6,3,4,2,1,0,0
2019-11-17,Bulgaria,Czech Republic,1.0,0.0,UEFA Euro qualification,Sofia,Bulgaria,False,61,0,0.6,3.2,0,3,4,2,1,0
2019-11-17,Luxembourg,Portugal,0.0,2.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,96,6,0.6,2.8,0,4,5,1,0,0
2019-11-17,Serbia,Ukraine,2.0,2.0,UEFA Euro qualification,Belgrade,Serbia,False,33,22,2.8,1.8,4,5,1,0,0,0
2019-11-17,Albania,France,0.0,2.0,UEFA Euro qualification,Tirana,Albania,False,65,2,2.2,1.8,2,4,2,0,1,1
2019-11-17,Andorra,Turkey,0.0,2.0,UEFA Euro qualification,Andorra la Vella,Andorra,False,136,32,0.6,1.6,1,3,3,0,1,2
2019-11-17,Moldova,Iceland,1.0,2.0,UEFA Euro qualification,Chișinău,Moldova,False,175,40,0.2,2.8,0,2,5,2,0,1
2019-11-18,Republic of Ireland,Denmark,1.0,1.0,UEFA Euro qualification,Dublin,Republic of Ireland,False,36,14,1.2,0.8,2,4,1,0,2,1
2019-11-18,Gibraltar,Switzerland,1.0,6.0,UEFA Euro qualification,Gibraltar,Gibraltar,False,196,13,0.4,4.0,0,3,5,1,0,1
2019-11-18,Malta,Norway,1.0,2.0,UEFA Euro qualification,Attard,Malta,False,182,45,0.0,3.0,0,2,5,0,0,3
2019-11-18,Spain,Romania,5.0,0.0,UEFA Euro qualification,Madrid,Spain,False,8,29,3.0,0.6,3,2,0,2,2,1
2019-11-18,Sweden,Faroe Islands,3.0,0.0,UEFA Euro qualification,Stockholm,Sweden,False,18,110,2.4,0.4,3,1,0,4,2,0
2019-11-18,Italy,Armenia,9.0,1.0,UEFA Euro qualification,Palermo,Italy,False,15,99,3.0,0.4,5,1,0,3,0,1
2019-11-18,Liechtenstein,Bosnia and Herzegovina,0.0,3.0,UEFA Euro qualification,Vaduz,Liechtenstein,False,181,48,0.4,3.0,0,2,3,3,2,0
2019-11-18,Greece,Finland,2.0,1.0,UEFA Euro qualification,Athens,Greece,False,58,55,0.8,1.0,2,3,2,2,1,0
2019-11-19,Germany,Northern Ireland,6.0,1.0,UEFA Euro qualification,Frankfurt,Germany,False,16,34,3.8,0.8,4,2,1,2,0,1
2019-11-19,Netherlands,Estonia,5.0,0.0,UEFA Euro qualification,Amsterdam,Netherlands,False,12,104,2.6,0.8,4,0,0,4,1,1
2019-11-19,Wales,Hungary,2.0,0.0,UEFA Euro qualification,Cardiff,Wales,False,24,50,1.4,0.6,3,2,0,3,2,0
2019-11-19,Slovakia,Azerbaijan,2.0,0.0,UEFA Euro qualification,Trnava,Slovakia,False,31,111,1.8,2.0,2,0,2,4,1,1
2019-11-19,North Macedonia,Israel,1.0,0.0,UEFA Euro qualification,Skopje,North Macedonia,False,68,89,1.2,1.2,2,1,2,3,1,1
2019-11-19,Poland,Slovenia,3.0,2.0,UEFA Euro qualification,Warsaw,Poland,False,21,65,1.4,0.6,3,3,1,2,1,0
2019-11-19,Latvia,Austria,1.0,0.0,UEFA Euro qualification,Riga,Latvia,False,143,25,0.2,3.0,0,4,5,0,0,1
2019-11-19,Scotland,Kazakhstan,3.0,1.0,UEFA Euro qualification,Glasgow,Scotland,False,53,121,1.8,2.2,2,1,3,3,0,1
2019-11-19,Belgium,Cyprus,6.0,1.0,UEFA Euro qualification,Brussels,Belgium,False,1,93,4.6,0.2,5,2,0,2,0,1
2019-11-19,San Marino,Russia,0.0,5.0,UEFA Euro qualification,Serravalle,San Marino,False,209,37,0.2,5.2,0,4,5,1,0,0
2019-11-19,Croatia,Georgia,2.0,1.0,Friendly,Pula,Croatia,False,7,90,2.4,0.6,3,1,0,2,2,2
2019-11-19,Montenegro,Belarus,2.0,0.0,Friendly,Podgorica,Montenegro,False,61,86,0.4,2.6,1,1,3,3,1,1
2020-01-09,Moldova,Sweden,0.0,1.0,Friendly,Doha,Qatar,True,175,17,0.4,2.6,0,3,5,0,0,2
2020-01-12,Kosovo,Sweden,0.0,1.0,Friendly,Doha,Qatar,True,115,17,1.4,2.2,2,4,3,0,0,1
2020-09-03,Germany,Spain,1.0,1.0,UEFA Nations League,Stuttgart,Germany,False,15,8,3.4,1.0,4,3,1,0,0,2
2020-09-03,Ukraine,Switzerland,2.0,1.0,UEFA Nations League,Lviv,Ukraine,False,24,12,2.0,0.6,4,4,0,1,1,0
2020-09-03,Russia,Serbia,3.0,1.0,UEFA Nations League,Moscow,Russia,False,38,29,3.2,0.8,4,3,1,1,0,1
2020-09-03,Turkey,Hungary,0.0,1.0,UEFA Nations League,Sivas,Turkey,False,29,52,1.6,0.2,3,1,0,4,2,0
2020-09-03,Bulgaria,Republic of Ireland,1.0,1.0,UEFA Nations League,Sofia,Bulgaria,False,59,34,0.4,2.6,1,1,3,1,1,3
2020-09-03,Finland,Wales,0.0,1.0,UEFA Nations League,Helsinki,Finland,False,58,23,1.8,1.6,2,3,3,0,0,2
2020-09-03,Moldova,Kosovo,1.0,1.0,UEFA Nations League,Parma,Italy,True,175,115,0.4,2.0,0,2,5,3,0,0
2020-09-03,Slovenia,Greece,0.0,0.0,UEFA Nations League,Ljubljana,Slovenia,False,64,54,1.4,1.6,2,3,3,1,0,1
2020-09-03,Latvia,Andorra,0.0,0.0,UEFA Nations League,Riga,Latvia,False,137,135,0.4,1.8,1,1,4,3,0,1
2020-09-03,Faroe Islands,Malta,3.0,2.0,UEFA Nations League,Tórshavn,Faroe Islands,False,110,184,0.2,2.8,1,0,4,5,0,0
2020-09-04,Italy,Bosnia and Herzegovina,1.0,1.0,UEFA Nations League,Florence,Italy,False,13,49,4.2,0.4,5,2,0,3,0,0
2020-09-04,Netherlands,Poland,1.0,0.0,UEFA Nations League,Amsterdam,Netherlands,False,14,19,2.8,0.4,4,4,0,0,1,1
2020-09-04,Norway,Austria,1.0,2.0,UEFA Nations League,Oslo,Norway,False,44,26,1.8,0.8,2,3,0,1,3,1
2020-09-04,Romania,Northern Ireland,1.0,1.0,UEFA Nations League,Bucharest,Romania,False,37,36,1.0,1.6,2,1,2,3,1,1
2020-09-04,Scotland,Israel,1.0,1.0,UEFA Nations League,Glasgow,Scotland,False,50,93,2.2,2.0,3,1,2,4,0,0
2020-09-04,Slovakia,Czech Republic,1.0,3.0,UEFA Nations League,Bratislava,Slovakia,False,32,0,1.2,1.8,2,3,2,2,1,0
2020-09-04,Lithuania,Kazakhstan,0.0,2.0,UEFA Nations League,Vilnius,Lithuania,False,131,118,0.4,3.6,0,1,5,4,0,0
2020-09-04,Belarus,Albania,0.0,2.0,UEFA Nations League,Minsk,Belarus,False,87,66,0.2,1.8,0,2,4,2,1,1
2020-09-05,Iceland,England,0.0,1.0,UEFA Nations League,Reykjavík,Iceland,False,39,4,1.2,1.2,2,4,2,1,1,0
2020-09-05,Denmark,Belgium,0.0,2.0,UEFA Nations League,Copenhagen,Denmark,False,16,1,2.4,0.2,3,5,0,0,2,0
2020-09-05,Portugal,Croatia,4.0,1.0,UEFA Nations League,Porto,Portugal,False,7,6,3.4,0.6,4,3,1,0,0,2
2020-09-05,Sweden,France,0.0,1.0,UEFA Nations League,Stockholm,Sweden,False,17,2,1.6,0.2,4,4,0,0,1,1
2020-09-05,Cyprus,Montenegro,0.0,2.0,UEFA Nations League,Nicosia,Cyprus,False,95,64,1.6,2.8,2,1,3,3,0,1
2020-09-05,Azerbaijan,Luxembourg,1.0,2.0,UEFA Nations League,Baku,Azerbaijan,False,114,98,0.4,1.6,0,0,4,5,1,0
2020-09-05,North Macedonia,Armenia,2.0,1.0,UEFA Nations League,Skopje,North Macedonia,False,68,102,1.2,1.0,3,1,2,3,0,1
2020-09-05,Estonia,Georgia,0.0,1.0,UEFA Nations League,Tallinn,Estonia,False,104,91,0.0,2.6,0,1,4,2,1,2
2020-09-05,Gibraltar,San Marino,1.0,0.0,UEFA Nations League,Gibraltar,Gibraltar,False,196,209,0.6,4.0,0,0,5,5,0,0
2020-09-06,Spain,Ukraine,4.0,0.0,UEFA Nations League,Madrid,Spain,False,8,24,3.0,0.6,2,4,0,0,3,1
2020-09-06,Switzerland,Germany,1.0,1.0,UEFA Nations League,Basel,Switzerland,False,12,15,2.0,0.8,3,4,2,0,0,1
2020-09-06,Hungary,Russia,2.0,3.0,UEFA Nations League,Budapest,Hungary,False,52,38,0.6,1.4,2,4,3,1,0,0
2020-09-06,Serbia,Turkey,0.0,0.0,UEFA Nations League,Belgrade,Serbia,False,29,29,2.2,1.8,3,2,1,1,1,2
2020-09-06,Wales,Bulgaria,1.0,0.0,UEFA Nations League,Cardiff,Wales,False,23,59,1.4,0.4,3,1,0,2,2,2
2020-09-06,Republic of Ireland,Finland,0.0,1.0,UEFA Nations League,Dublin,Republic of Ireland,False,34,58,1.0,1.0,1,2,1,3,3,0
2020-09-06,Slovenia,Moldova,1.0,0.0,UEFA Nations League,Ljubljana,Slovenia,False,64,175,0.8,1.2,1,0,3,4,1,1
2020-09-06,Kosovo,Greece,1.0,2.0,UEFA Nations League,Pristina,Kosovo,False,115,54,0.8,1.6,1,3,3,1,1,1
2020-09-06,Andorra,Faroe Islands,0.0,1.0,UEFA Nations League,Andorra la Vella,Andorra,False,135,110,0.6,1.2,1,2,2,3,2,0
2020-09-06,Malta,Latvia,1.0,1.0,UEFA Nations League,Attard,Malta,False,184,137,0.6,3.4,0,1,5,3,0,1
2020-09-07,Bosnia and Herzegovina,Poland,1.0,2.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,49,19,1.8,1.4,2,4,2,1,1,0
2020-09-07,Netherlands,Italy,0.0,1.0,UEFA Nations League,Amsterdam,Netherlands,False,14,13,2.2,0.4,4,4,0,0,1,1
2020-09-07,Northern Ireland,Norway,1.0,5.0,UEFA Nations League,Belfast,Northern Ireland,False,36,44,1.2,2.4,1,2,2,1,2,2
2020-09-07,Austria,Romania,2.0,3.0,UEFA Nations League,Klagenfurt,Austria,False,26,37,1.6,0.8,4,1,1,2,0,2
2020-09-07,Czech Republic,Scotland,1.0,2.0,UEFA Nations League,Olomouc,Czech Republic,False,0,50,1.8,1.4,3,3,2,1,0,1
2020-09-07,Israel,Slovakia,1.0,1.0,UEFA Nations League,Netanya,Israel,False,93,32,1.2,1.6,1,2,3,2,1,1
2020-09-07,Kazakhstan,Belarus,1.0,2.0,UEFA Nations League,Almaty,Kazakhstan,False,118,87,1.4,1.6,2,0,3,4,0,1
2020-09-07,Albania,Lithuania,0.0,1.0,UEFA Nations League,Tirana,Albania,False,66,131,1.6,1.0,2,0,2,5,1,0
2020-09-08,Belgium,Iceland,5.0,1.0,UEFA Nations League,Brussels,Belgium,False,1,39,4.6,0.4,5,2,0,2,0,1
